,Branch length stretch,area,date,location,numdate
EPI_ISL_416593,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416594,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416595,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416596,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416597,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416598,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416599,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416600,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416601,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416602,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416603,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416604,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416605,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416606,2.0,unknown,2020-02-16,Japan,2020.1286972632831
EPI_ISL_416607,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416608,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416609,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416610,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416611,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416612,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416613,0.87636284603593051,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416614,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416615,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416617,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416618,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416619,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416620,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416621,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416622,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416624,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416625,0.26898265571399887,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416626,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416627,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416628,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416629,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416630,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416631,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416632,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416633,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416634,2.0,unknown,2020-02-17,Japan,2020.1314348602357
EPI_ISL_416657,0.2346499366971071,Washington,2020-03-11,USA,2020.1943995901454
EPI_ISL_416662,2.0,Washington,2020-03-12,USA,2020.197137187098
EPI_ISL_416665,2.0,Washington,2020-03-12,USA,2020.197137187098
EPI_ISL_416676,2.0,,2020-03-11,USA,2020.1943995901454
EPI_ISL_416692,2.0,Washington,2020-03-14,USA,2020.2026123810033
EPI_ISL_416723,9.9999999600420609e-07,Washington,2020-03-14,USA,2020.2026123812047
EPI_ISL_416730,2.0,South Yorkshire,2020-03-03,England,2020.1724988145245
EPI_ISL_416739,1.0721317793734448,South Yorkshire,2020-03-09,England,2020.1889243962403
EPI_ISL_416742,2.0,Prague,2020-02-01,Czech Republic,2020.0876333089941
EPI_ISL_416743,2.0,Prague,2020-03-01,Czech Republic,2020.1670236206194
EPI_ISL_416747,2.0,ARA,2020-03-04,France,2020.175236411477
EPI_ISL_416748,2.0,ARA,2020-03-04,France,2020.175236411477
EPI_ISL_416751,2.0,ARA,2020-03-05,France,2020.1779740084298
EPI_ISL_416752,2.0,ARA,2020-03-04,France,2020.175236411477
EPI_ISL_416753,2.0,ARA,2020-03-06,France,2020.1807116053824
EPI_ISL_416754,2.0,ARA,2020-03-06,France,2020.1807116053824
EPI_ISL_416756,9.9999999600420609e-07,ARA,2020-03-06,France,2020.1807116055841
EPI_ISL_416758,2.0,ARA,2020-03-08,France,2020.1861867992875
EPI_ISL_416994,2.0,Castilla y León,2020-03-04,Spain,2020.175236411477
EPI_ISL_416997,2.0,Liège,2020-03-05,Belgium,2020.1779740084298
EPI_ISL_417006,9.9999999600420609e-07,Liège,2020-03-05,Belgium,2020.1779740086315
EPI_ISL_417007,2.0,Galicia,2020-03-07,Spain,2020.1834492023349
EPI_ISL_417009,1.3145442690357068,Liège,2020-03-07,Belgium,2020.1834492023349
EPI_ISL_417010,2.0,Madrid,2020-03-04,Spain,2020.175236411477
EPI_ISL_417023,2.0,Liège,2020-03-15,Belgium,2020.2053499779558
EPI_ISL_417024,2.0,Liège,2020-03-15,Belgium,2020.2053499779558
EPI_ISL_417030,2.0,New South Wales,2020-01-24,Australia,2020.065732533373
EPI_ISL_417031,2.0,Queensland,2020-03-11,Australia,2020.1943995901454
EPI_ISL_417033,2.0,Queensland,2020-03-11,Australia,2020.1943995901454
EPI_ISL_417034,2.0,Amazonas State,2020-03-16,Brazil,2020.2080875749082
EPI_ISL_417064,2.0,,2020-01-21,Hong Kong,2020.0575197425153
EPI_ISL_417096,2.0,Washington,2020-02-27,USA,2020.1588108297617
EPI_ISL_417122,2.0,Washington,2020-03-05,USA,2020.1779740084298
EPI_ISL_417132,2.0,Washington,2020-03-05,USA,2020.1779740084298
EPI_ISL_417158,9.9999999600420609e-07,Washington,2020-02-28,USA,2020.1615484269157
EPI_ISL_417176,0.16182611717447762,,2020-01-21,Hong Kong,2020.0575197425153
EPI_ISL_417178,2.0,,2020-01-25,Hong Kong,2020.0684701303257
EPI_ISL_417181,2.0,,2020-02-05,Hong Kong,2020.0985836968043
EPI_ISL_417185,2.0,,2020-02-09,Hong Kong,2020.1095340846148
EPI_ISL_417187,9.9999999600415675e-07,,2020-02-08,Hong Kong,2020.1067964878639
EPI_ISL_417188,9.9999999600415675e-07,,2020-02-08,Hong Kong,2020.1067964878639
EPI_ISL_417193,9.9999999600415675e-07,,2020-02-09,Hong Kong,2020.1095340848162
EPI_ISL_417197,2.0,,2020-02-09,Hong Kong,2020.1095340846148
EPI_ISL_417201,2.0,Wisconsin,2020-03-21,USA,2020.2217755596714
EPI_ISL_417246,2.0,England,2020-03-03,United Kingdom,2020.1724988145245
EPI_ISL_417266,2.0,England,2020-03-05,United Kingdom,2020.1779740084298
EPI_ISL_417267,2.0,England,2020-03-05,United Kingdom,2020.1779740084298
EPI_ISL_417272,2.0,England,2020-03-06,United Kingdom,2020.1807116053824
EPI_ISL_417280,0.43350931624008326,England,2020-03-07,United Kingdom,2020.1834492023349
EPI_ISL_417289,9.9999999600420609e-07,England,2020-03-06,United Kingdom,2020.1807116055841
EPI_ISL_417337,9.9999999600420609e-07,ARA,2020-03-07,France,2020.1834492025366
EPI_ISL_417339,2.0,ARA,2020-03-08,France,2020.1861867992875
EPI_ISL_417340,2.0,ARA,2020-03-07,France,2020.1834492023349
EPI_ISL_417347,2.0,Washington,2020-03-12,USA,2020.197137187098
EPI_ISL_417385,2.0,New South Wales,2020-03-06,Australia,2020.1807116053824
EPI_ISL_417386,0.76527459793098485,New South Wales,2020-03-04,Australia,2020.175236411477
EPI_ISL_417387,1.6960974821420944,New South Wales,2020-03-06,Australia,2020.1807116053824
EPI_ISL_417388,0.36641921726671739,New South Wales,2020-03-05,Australia,2020.1779740084298
EPI_ISL_417390,2.0,New South Wales,2020-03-08,Australia,2020.1861867992875
EPI_ISL_417391,0.76527459793098485,New South Wales,2020-03-08,Australia,2020.1861867992875
EPI_ISL_417395,2.0,New South Wales,2020-03-10,Australia,2020.1916619931928
EPI_ISL_417404,2.0,New South Wales,2020-03-12,Australia,2020.197137187098
EPI_ISL_417411,2.0,New South Wales,2020-03-17,Australia,2020.210825171861
EPI_ISL_417418,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1670236206194
EPI_ISL_417419,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1670236206194
EPI_ISL_417421,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1670236206194
EPI_ISL_417423,2.0,Friuli Venezia Giulia,2020-03-01,Italy,2020.1670236206194
EPI_ISL_417425,2.0,Schoten,2020-03-06,Belgium,2020.1807116053824
EPI_ISL_417428,2.0,Rixensart,2020-03-02,Belgium,2020.1697612175722
EPI_ISL_417437,2.0,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.210825171861
EPI_ISL_417438,2.0,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.210825171861
EPI_ISL_417440,2.0,Kinshasa,2020-03-17,Democratic Republic of the Congo,2020.210825171861
EPI_ISL_417442,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2135627688135
EPI_ISL_417447,9.9999999600420609e-07,Lombardy,2020-02-24,Italy,2020.1505980391053
EPI_ISL_417457,2.0,Duesseldorf,2020-03-10,Germany,2020.1916619931928
EPI_ISL_417458,2.0,Duesseldorf,2020-03-11,Germany,2020.1943995901454
EPI_ISL_417459,2.0,Duesseldorf,2020-03-11,Germany,2020.1943995901454
EPI_ISL_417460,9.9999999600420609e-07,Duesseldorf,2020-03-11,Germany,2020.1943995903468
EPI_ISL_417461,2.0,Duesseldorf,2020-03-11,Germany,2020.1943995901454
EPI_ISL_417462,2.0,Duesseldorf,2020-03-11,Germany,2020.1943995901454
EPI_ISL_417463,2.0,Duesseldorf,2020-03-13,Germany,2020.1998747840507
EPI_ISL_417464,2.0,Duesseldorf,2020-03-14,Germany,2020.2026123810033
EPI_ISL_417465,2.0,Duesseldorf,2020-03-14,Germany,2020.2026123810033
EPI_ISL_417466,2.0,Duesseldorf,2020-03-14,Germany,2020.2026123810033
EPI_ISL_417467,2.0,Duesseldorf,2020-03-15,Germany,2020.2053499779558
EPI_ISL_417468,2.0,Duesseldorf,2020-03-16,Germany,2020.2080875749082
EPI_ISL_417475,9.9999999600420609e-07,Minnesota,2020-03-12,USA,2020.1971371872994
EPI_ISL_417483,2.0,Oslo,2020-02-27,Norway,2020.1588108297617
EPI_ISL_417484,2.0,Oslo,2020-02-26,Norway,2020.1560732328089
EPI_ISL_417485,9.9999999600420609e-07,Oslo,2020-03-02,Norway,2020.1697612177736
EPI_ISL_417486,2.0,Oslo,2020-03-01,Norway,2020.1670236206194
EPI_ISL_417487,2.0,Oslo,2020-03-01,Norway,2020.1670236206194
EPI_ISL_417488,2.0,Oslo,2020-02-29,Norway,2020.1642860236668
EPI_ISL_417491,2.0,Marche,2020-03-03,Italy,2020.1724988145245
EPI_ISL_417492,2.0,Minnesota,2020-03-13,USA,2020.1998747840507
EPI_ISL_417517,1.320343455646741,Wisconsin,2020-03-13,USA,2020.1998747840507
EPI_ISL_417519,2.0,Taoyuan,2020-03-05,Taiwan,2020.1779740084298
EPI_ISL_417520,2.0,Taoyuan,2020-03-09,Taiwan,2020.1889243962403
EPI_ISL_417521,2.0,Taoyuan,2020-03-10,Taiwan,2020.1916619931928
EPI_ISL_417522,2.0,Taoyuan,2020-03-13,Taiwan,2020.1998747840507
EPI_ISL_417523,9.9999999600420609e-07,Taoyuan,2020-03-13,Taiwan,2020.1998747842522
EPI_ISL_417524,2.0,Taoyuan,2020-03-14,Taiwan,2020.2026123810033
EPI_ISL_417525,2.0,Taoyuan,2020-03-14,Taiwan,2020.2026123810033
EPI_ISL_417526,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417527,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417528,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417529,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417530,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417531,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417532,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417533,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417534,2.0,,2020-03-18,Luxembourg,2020.2135627688135
EPI_ISL_417536,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417538,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417550,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417562,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417564,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417582,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417588,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417589,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417591,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417595,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417597,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417603,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417608,1.6681643647931026,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417611,2.0,Reykjavik,2020-03-17,Iceland,2020.210825171861
EPI_ISL_417621,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417622,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417625,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417632,9.9999999600420609e-07,Reykjavik,2020-03-18,Iceland,2020.2135627690152
EPI_ISL_417634,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417645,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417653,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417654,2.0,Reykjavik,2020-03-18,Iceland,2020.2135627688135
EPI_ISL_417655,9.9999999600420609e-07,Reykjavik,2020-03-14,Iceland,2020.2026123812047
EPI_ISL_417664,2.0,Reykjavik,2020-03-13,Iceland,2020.1998747840507
EPI_ISL_417665,9.9999999600420609e-07,Reykjavik,2020-03-14,Iceland,2020.2026123812047
EPI_ISL_417668,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417670,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417678,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417679,2.0,Reykjavik,2020-03-09,Iceland,2020.1889243962403
EPI_ISL_417680,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417712,0.29868641807906687,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417732,9.9999999600420609e-07,Reykjavik,2020-03-10,Iceland,2020.1916619933943
EPI_ISL_417740,9.9999999600420609e-07,Reykjavik,2020-03-15,Iceland,2020.2053499781573
EPI_ISL_417743,1.1205242531011008,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417746,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417759,9.9999999600420609e-07,Reykjavik,2020-03-13,Iceland,2020.1998747842522
EPI_ISL_417763,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417764,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417771,9.9999999600420609e-07,Reykjavik,2020-03-12,Iceland,2020.1971371872994
EPI_ISL_417772,2.0,Reykjavik,2020-03-14,Iceland,2020.2026123810033
EPI_ISL_417779,2.0,Reykjavik,2020-03-11,Iceland,2020.1943995901454
EPI_ISL_417792,2.0,Reykjavik,2020-03-13,Iceland,2020.1998747840507
EPI_ISL_417796,2.0,Reykjavik,2020-03-13,Iceland,2020.1998747840507
EPI_ISL_417798,2.0,Reykjavik,2020-03-13,Iceland,2020.1998747840507
EPI_ISL_417801,9.9999999600420609e-07,Reykjavik,2020-03-13,Iceland,2020.1998747842522
EPI_ISL_417809,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417810,0.14456408414903185,Reykjavik,2020-03-13,Iceland,2020.1998747840507
EPI_ISL_417815,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417818,9.9999999600420609e-07,Reykjavik,2020-03-16,Iceland,2020.2080875751099
EPI_ISL_417819,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417822,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417829,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417830,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417833,2.0,Reykjavik,2020-03-16,Iceland,2020.2080875749082
EPI_ISL_417856,2.0,Reykjavik,2020-03-07,Iceland,2020.1834492023349
EPI_ISL_417857,2.0,Reykjavik,2020-03-07,Iceland,2020.1834492023349
EPI_ISL_417860,9.9999999600420609e-07,Reykjavik,2020-03-08,Iceland,2020.186186799489
EPI_ISL_417862,2.0,Reykjavik,2020-03-09,Iceland,2020.1889243962403
EPI_ISL_417864,2.0,Reykjavik,2020-03-15,Iceland,2020.2053499779558
EPI_ISL_417876,2.0,Reykjavik,2020-03-10,Iceland,2020.1916619931928
EPI_ISL_417921,2.0,Rome,2020-03-01,Italy,2020.1670236206194
EPI_ISL_417922,2.0,Rome,2020-02-28,Italy,2020.1615484267143
EPI_ISL_417923,2.0,Rome,2020-03-04,Italy,2020.175236411477
EPI_ISL_417941,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2135627688135
EPI_ISL_417942,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2135627688135
EPI_ISL_417944,1.1076356239565508,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2135627688135
EPI_ISL_417946,2.0,Kinshasa,2020-03-18,Democratic Republic of the Congo,2020.2135627688135
EPI_ISL_417947,2.0,Kinshasa,2020-03-19,Democratic Republic of the Congo,2020.2163003657661
EPI_ISL_417948,9.9999999600420609e-07,Kinshasa,2020-03-19,Democratic Republic of the Congo,2020.2163003659678
EPI_ISL_417950,2.0,Kinshasa,2020-03-20,Democratic Republic of the Congo,2020.2190379627189
EPI_ISL_417955,2.0,Kinshasa,2020-03-21,Democratic Republic of the Congo,2020.2217755596714
EPI_ISL_417956,2.0,Madrid,2020-03-11,Spain,2020.1943995901454
EPI_ISL_417957,2.0,Madrid,2020-03-12,Spain,2020.197137187098
EPI_ISL_417958,9.9999999600420609e-07,Utah,2020-03-10,USA,2020.1916619933943
EPI_ISL_417963,2.0,Madrid,2020-03-12,Spain,2020.197137187098
EPI_ISL_417964,2.0,Utah,2020-03-13,USA,2020.1998747840507
EPI_ISL_417967,2.0,Madrid,2020-03-12,Spain,2020.197137187098
EPI_ISL_417972,2.0,Madrid,2020-03-09,Spain,2020.1889243962403
EPI_ISL_417975,2.0,Madrid,2020-03-09,Spain,2020.1889243962403
EPI_ISL_417978,2.0,Madrid,2020-03-09,Spain,2020.1889243962403
EPI_ISL_417979,2.0,Madrid,2020-03-03,Spain,2020.1724988145245
EPI_ISL_417981,2.0,Madrid,2020-03-02,Spain,2020.1697612175722
EPI_ISL_417986,2.0,,2020-03-03,Portugal,2020.1724988145245
EPI_ISL_417987,2.0,,2020-03-03,Portugal,2020.1724988145245
EPI_ISL_417988,2.0,,2020-03-05,Portugal,2020.1779740084298
EPI_ISL_417989,2.0,,2020-03-04,Portugal,2020.175236411477
EPI_ISL_417990,2.0,,2020-03-06,Portugal,2020.1807116053824
EPI_ISL_417991,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417992,2.0,,2020-03-07,Portugal,2020.1834492023349
EPI_ISL_417993,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417994,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417995,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417996,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417997,9.9999999600420609e-07,,2020-03-07,Portugal,2020.1834492025366
EPI_ISL_417998,2.0,,2020-03-08,Portugal,2020.1861867992875
EPI_ISL_417999,9.9999999600420609e-07,,2020-03-07,Portugal,2020.1834492025366
EPI_ISL_418001,2.0,,2020-03-10,Portugal,2020.1916619931928
EPI_ISL_418002,2.0,,2020-03-11,Portugal,2020.1943995901454
EPI_ISL_418003,2.0,,2020-03-10,Portugal,2020.1916619931928
EPI_ISL_418004,2.0,,2020-03-12,Portugal,2020.197137187098
EPI_ISL_418005,2.0,,2020-03-12,Portugal,2020.197137187098
EPI_ISL_418006,2.0,,2020-03-13,Portugal,2020.1998747840507
EPI_ISL_418007,9.9999999600420609e-07,,2020-03-13,Portugal,2020.1998747842522
EPI_ISL_418008,2.0,,2020-03-13,Portugal,2020.1998747840507
EPI_ISL_418009,2.0,,2020-03-15,Portugal,2020.2053499779558
EPI_ISL_418010,2.0,,2020-03-03,Portugal,2020.1724988145245
EPI_ISL_418011,9.9999999600420609e-07,,2020-03-04,Portugal,2020.1752364116787
EPI_ISL_418012,2.0,,2020-03-06,Portugal,2020.1807116053824
EPI_ISL_418013,2.0,,2020-03-07,Portugal,2020.1834492023349
EPI_ISL_418014,2.0,,2020-03-09,Portugal,2020.1889243962403
EPI_ISL_418015,2.0,,2020-03-09,Portugal,2020.1889243962403
EPI_ISL_418016,2.0,,2020-03-10,Portugal,2020.1916619931928
EPI_ISL_418017,2.0,,2020-03-16,Portugal,2020.2080875749082
EPI_ISL_418018,2.0,,2020-03-16,Portugal,2020.2080875749082
EPI_ISL_418019,2.0,,2020-03-15,Portugal,2020.2053499779558
EPI_ISL_418020,9.9999999600420609e-07,,2020-03-16,Portugal,2020.2080875751099
EPI_ISL_418021,9.9999999600420609e-07,,2020-03-16,Portugal,2020.2080875751099
EPI_ISL_418022,2.0,,2020-03-15,Portugal,2020.2053499779558
EPI_ISL_418023,2.0,,2020-03-17,Portugal,2020.210825171861
EPI_ISL_418024,2.0,,2020-03-17,Portugal,2020.210825171861
EPI_ISL_418025,2.0,,2020-03-17,Portugal,2020.210825171861
EPI_ISL_418027,2.0,,2020-03-17,Portugal,2020.210825171861
EPI_ISL_418076,2.0,Washington,2020-03-15,USA,2020.2053499779558
EPI_ISL_418182,2.0,Madrid,2020-03-12,Spain,2020.197137187098
EPI_ISL_418187,2.0,Wisconsin,2020-03-23,USA,2020.2272507535765
EPI_ISL_418192,2.0,New York,2020-03-16,USA,2020.2080875749082
EPI_ISL_418206,9.9999999600420609e-07,Dakar,2020-02-28,Senegal,2020.1615484269157
EPI_ISL_418207,2.0,Dakar,2020-03-02,Senegal,2020.1697612175722
EPI_ISL_418208,2.0,Dakar,2020-03-04,Senegal,2020.175236411477
EPI_ISL_418209,9.9999999600420609e-07,Dakar,2020-03-03,Senegal,2020.1724988147262
EPI_ISL_418210,9.9999999600420609e-07,Touba,2020-03-10,Senegal,2020.1916619933943
EPI_ISL_418211,2.0,Touba,2020-03-11,Senegal,2020.1943995901454
EPI_ISL_418212,2.0,Touba,2020-03-11,Senegal,2020.1943995901454
EPI_ISL_418213,0.87636284599954606,Touba,2020-03-12,Senegal,2020.197137187098
EPI_ISL_418216,2.0,Dakar,2020-03-13,Senegal,2020.1998747840507
EPI_ISL_418217,2.0,Mbour,2020-03-13,Senegal,2020.1998747840507
EPI_ISL_418218,2.0,Hauts de France,2020-02-21,France,2020.1423852480459
EPI_ISL_418219,2.0,Bretagne,2020-02-26,France,2020.1560732328089
EPI_ISL_418220,2.0,Hauts de France,2020-02-28,France,2020.1615484267143
EPI_ISL_418222,0.28252192435378337,Centre-Val de Loire,2020-03-04,France,2020.175236411477
EPI_ISL_418223,2.0,Hauts de France,2020-03-05,France,2020.1779740084298
EPI_ISL_418224,9.9999999600420609e-07,Hauts de France,2020-03-08,France,2020.186186799489
EPI_ISL_418226,2.0,Hauts de France,2020-03-09,France,2020.1889243962403
EPI_ISL_418228,2.0,Hauts de France,2020-03-12,France,2020.197137187098
EPI_ISL_418232,9.9999999600420609e-07,Ile de France,2020-03-15,France,2020.2053499781573
EPI_ISL_418233,9.9999999600420609e-07,Ile de France,2020-03-15,France,2020.2053499781573
EPI_ISL_418234,2.0,Ile de France,2020-03-14,France,2020.2026123810033
EPI_ISL_418235,2.0,Ile de France,2020-03-16,France,2020.2080875749082
EPI_ISL_418239,2.0,Hauts de France,2020-03-16,France,2020.2080875749082
EPI_ISL_418240,2.0,Ile de France,2020-03-16,France,2020.2080875749082
EPI_ISL_418243,2.0,Andalusia,2020-02-28,Spain,2020.1615484267143
EPI_ISL_418245,2.0,Castilla La Mancha,2020-03-01,Spain,2020.1670236206194
EPI_ISL_418246,0.31469927460587604,Castilla-La Mancha,2020-03-01,Spain,2020.1670236206194
EPI_ISL_418247,1.5273166893746042,Castilla y Leon,2020-02-26,Spain,2020.1560732328089
EPI_ISL_418248,2.0,Castilla y Leon,2020-03-01,Spain,2020.1670236206194
EPI_ISL_418249,2.0,Castilla y Leon,2020-03-03,Spain,2020.1724988145245
EPI_ISL_418250,0.02133467362203207,Catalonia,2020-01-01,Spain,2020.0027678034633
EPI_ISL_418253,2.0,Basque Country,2020-03-02,Spain,2020.1697612175722
EPI_ISL_418255,2.0,Abruzzo,2020-03-14,Italy,2020.2026123810033
EPI_ISL_418256,2.0,Abruzzo,2020-03-14,Italy,2020.2026123810033
EPI_ISL_418257,2.0,Abruzzo,2020-03-17,Italy,2020.210825171861
EPI_ISL_418258,2.0,Abruzzo,2020-03-14,Italy,2020.2026123810033
EPI_ISL_418259,2.0,Abruzzo,2020-03-14,Italy,2020.2026123810033
EPI_ISL_418260,0.4790035650968682,Abruzzo,2020-03-16,Italy,2020.2080875749082
EPI_ISL_418270,2.0,Antwerp,2020-03-04,Belgium,2020.175236411477
EPI_ISL_418294,2.0,South Yorkshire,2020-03-18,England,2020.2135627688135
EPI_ISL_418317,9.9999999600420609e-07,South Yorkshire,2020-03-23,England,2020.227250753778
EPI_ISL_418322,9.9999999600420609e-07,Ontario,2020-03-08,Canada,2020.186186799489
EPI_ISL_418323,2.0,Ontario,2020-03-14,Canada,2020.2026123810033
EPI_ISL_418324,9.9999999600420609e-07,Ontario,2020-03-11,Canada,2020.1943995903468
EPI_ISL_418328,2.0,Ontario,2020-03-20,Canada,2020.2190379627189
EPI_ISL_418329,2.0,Ontario,2020-03-12,Canada,2020.197137187098
EPI_ISL_418330,0.26744643949359453,Ontario,2020-03-05,Canada,2020.1779740084298
EPI_ISL_418331,2.0,Ontario,2020-03-08,Canada,2020.1861867992875
EPI_ISL_418332,1.4153583363821278,Ontario,2020-03-11,Canada,2020.1943995901454
EPI_ISL_418334,9.9999999600420609e-07,Ontario,2020-03-07,Canada,2020.1834492025366
EPI_ISL_418335,2.0,Ontario,2020-03-14,Canada,2020.2026123810033
EPI_ISL_418336,2.0,Ontario,2020-03-12,Canada,2020.197137187098
EPI_ISL_418337,2.0,Ontario,2020-03-12,Canada,2020.197137187098
EPI_ISL_418338,0.95659324740975948,Ontario,2020-03-12,Canada,2020.197137187098
EPI_ISL_418339,2.0,Ontario,2020-03-09,Canada,2020.1889243962403
